"lon","lat","Number","Water.Depth","Latitude","Longitude","Region","Abundance","Species","Genus","Total","ER","a488","bb488","Zeu","PAR","Tvis","a488_buffer","bb488_buffer","Zeu_buffer","PAR_buffer","Tvis_buffer","Tvis_PAR"
-408348.115674095,3023784.93408171,853,46,62.44,-172.309,"Chukchi",0,0,0,95,"0",0.0610000616143225,0.00438500402196951,42.425002628006,22.1419979406055,0.0077942041168756,0.0610000616143225,0.00438500402196951,42.425002628006,22.1419979406055,0.0077942041168756,0.172579251504518
-476709.845932305,2994491.23643857,1151,47,62.60566667,-170.9546667,"Chukchi",0,0,0,193,"0",0.0626000615739031,0.00451000401881174,42.2200026325881,21.3799979044124,0.00641152393171032,0.0626000615739031,0.00451000401881174,42.2200026325881,21.3799979044124,0.00641152393171032,0.137078368224057
-415830.622005318,2900004.55996331,1085,48,63.5,-171.84,"Chukchi",0,0,0,55,"0",0.103900060530577,0.0100200038796174,NA,21.3979979052674,0.000331650906438594,0.103900060530577,0.0100200038796174,36.7766377932267,21.3979979052674,0.000331650906438594,0.00709666540125307
-488981.274770113,2752637.79133862,1536,48,64.673,-169.927,"Chukchi",0,0,0,147,"0",0.104400060517946,0.00678000396146672,27.5750029599294,25.1419980830979,0.000598950280379542,0.104400060517946,0.00678000396146672,27.5750029599294,25.1419980830979,0.000598950280379542,0.0150588068011734
-485022.433844043,2720150.48280357,1540,49,64.96,-169.89,"Chukchi",0,0,0,85,"0",0.133400059785345,0.007355003946941,23.920003041625,25.6159981056117,0.000153797707976746,0.133400059785345,0.007355003946941,23.920003041625,25.6159981056117,0.000153797707976746,0.00393968179617975
-416951.545989053,3012015.55275422,1138,50,62.53133333,-172.1186667,"Chukchi",0,0,0,56,"0",0.0621000615865341,0.00427000402487465,43.5300026033074,22.1119979391806,0.00518677016582951,0.0621000615865341,0.00427000402487465,43.5300026033074,22.1119979391806,0.00518677016582951,0.114689851217825
-437205.817033947,2983629.54527445,1140,50,62.75116667,-171.6635,"Chukchi",0,0,0,71,"0",0.0649000615158002,0.0042450040255062,42.9400026164949,21.3359979023226,0.00450931685568096,0.0649000615158002,0.0042450040255062,42.9400026164949,21.3359979023226,0.00450931685568096,0.0962107749737168
-476202.463476009,2448259.91917928,984,51,67.33315,-168.9930333,"Chukchi",0,0,0,80,"0",0.105900060480053,0.00721500395047769,26.0250029945746,27.5239981962368,0.000337622015944332,0.105900060480053,0.00721500395047769,26.0250029945746,27.5239981962368,0.000337622015944332,0.00929270775786163
-396159.842113456,2854128.54422271,1399,54,63.9213,-172.0977,"Chukchi",0,0,0,78,"0",0.0739000612884411,0.00429000402436941,37.0300027485937,23.6759980134666,0.00188051076259453,0.0739000612884411,0.00429000402436941,37.0300027485937,23.6759980134666,0.00188051076259453,0.0445229690794907
-348946.668832238,3114855.72341299,1081,66.8,61.718,-173.608,"Chukchi",0,0,0,71,"0",0.0649000615158002,0.00484000401047524,40.3800026737154,20.4319978593849,0.000777962065967161,0.0649000615158002,0.00484000401047524,40.3800026737154,20.4319978593849,0.000777962065967161,0.0158953192665237
-968996.130576786,110288.953600375,1319,107,81.04166667,-96.49333333,"Baffin",0,0,0,1319,"0",0.0459000619957806,0.0049550040075701,41.2500026542693,46.4619990957435,0.000143081614558249,0.0459000619957806,0.0049550040075701,41.2500026542693,46.4619990957435,0.000143081614558249,0.00664785784622289
977111.919429555,886612.686924667,796,121,77.9,132.22,"Laptev",0,0,0,104,"0",0.0948000607604627,0.00317500405253668,29.08000292629,19.8439978314564,3.76620520456302e-07,0.0948000607604627,0.00317500405253668,29.08000292629,19.8439978314564,3.76620520456302e-07,7.47365679121682e-06
-966490.759679479,108124.63978504,1320,125,81.06666667,-96.38333333,"Baffin",0,0,0,239,"0",0.0459000619957806,0.0049550040075701,41.2500026542693,46.4619990957435,3.72801774482791e-05,0.0459000619957806,0.0049550040075701,41.2500026542693,46.4619990957435,3.72801774482791e-05,0.0017321115708911
-932860.397512703,1788044.18581853,1345,176,71.592,-152.448,"Beaufort",0,0,0,56,"0",0.0684000614273828,0.00572000398824457,34.1650028126314,14.2279975647107,7.65736644103291e-09,0.0684000614273828,0.00572000398824457,34.1650028126314,14.2279975647107,7.65736644103291e-09,1.08948991075114e-07
941694.749859788,897024.995863641,629,191,78.07166667,133.6083333,"Laptev",0,0,0,107,"0",0.0966000607149908,0.00333000404862105,28.105002948083,19.3099978060927,9.5114921575677e-11,0.0966000607149908,0.00333000404862105,28.105002948083,19.3099978060927,9.5114921575677e-11,1.836668926953e-09
921442.781272914,122455.695084231,72,265,81.46,97.57,"Kara",0,0,0,869,"0",0.0498000618972583,0.00454500401792757,39.3400026969612,18.5979977722745,6.47554243523523e-10,0.0498000618972583,0.00454500401792757,39.3400026969612,18.5979977722745,6.47554243523523e-10,1.20432123784774e-08
882335.4326182,-230982.64910522,73,421,81.62,75.33,"Kara",0,0,0,420,"0",0.0450000620185165,0.00345000404558959,46.3650025399402,13.3939975250978,4.01048573539529e-13,0.0450000620185165,0.00345000404558959,46.3650025399402,13.3939975250978,4.01048573539529e-13,5.37164360143246e-12
1137732.99973639,471613.438826522,650,557,78.7,112.515,"Laptev",0,0,0,180,"0",0.0689000614147517,0.00334500404824212,33.7350028222427,18.9659977897536,8.85324872203079e-23,0.0689000614147517,0.00334500404824212,33.7350028222427,18.9659977897536,8.85324872203079e-23,1.67910695694175e-21
-266182.82028924,-573179.825315001,411,590,84.18833333,-24.91,"Greenland",0,0,0,988,"0",NA,NA,NA,NA,NA,0.0551349545055273,0.00567095332768543,35.2664573971953,12.9018362502172,5.36536528298055e-23,6.92230643036152e-22
-930345.175851601,172009.436357536,1325,638,81.30833333,-100.475,"Beaufort",0,0,0,368,"0",NA,NA,NA,NA,NA,0.0379501774703868,0.00666491174535402,43.0538788354479,24.6538365554867,1.98336349824441e-20,4.88975195158358e-19
-311493.795917244,-495986.566899603,410,845,84.61333333,-32.13,"Greenland",0,0,0,593,"0",NA,NA,NA,NA,NA,0.0464224757756867,0.00463693040817826,39.1424952976246,14.1632636166819,3.74251351093523e-27,5.30062054443691e-26
323233.442040464,531906.295152005,1287,886,84.27605,148.713423,"Laptev",0,0,0,1000,"0",NA,NA,NA,9.01599731715396,NA,0.161659783248196,0.00972676859290753,14.9877941895513,9.01599731715396,5.822051505405e-72,5.24916007530637e-71
-627084.652312818,1543318.62958333,606,893,74.755,-157.887,"Beaufort",0,0,0,480,"0",0.0371000622180873,0.00291500405910483,57.1050022998825,12.3019974732306,1.74673079722728e-21,0.0371000622180873,0.00291500405910483,57.1050022998825,12.3019974732306,1.74673079722728e-21,2.14882778539041e-20
308463.217079969,1181370.92547675,1280,982,78.796924,165.366435,"Siberian",0,0,0,78,"0",0.0633000615562196,0.0029750040575891,49.2150024762377,11.2259974221233,7.07054773778173e-36,0.0633000615562196,0.0029750040575891,49.2150024762377,11.2259974221233,7.07054773778173e-36,7.93739506773377e-35
-209137.969957742,-715737.056975358,412,1010,83.145,-16.28833333,"Greenland",0,0,0,471,"0",0.0467000619755709,0.00455000401780126,38.1500027235597,NA,4.38707030520811e-32,0.0467000619755709,0.00455000401780126,38.1500027235597,10.9830530685273,4.38707030520811e-32,4.81834259774611e-31
76779.1919886028,107839.393818402,540,1018,88.78166667,144.55,"Laptev",0,0,0,424,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
78505.5030374607,104104.693677446,699,1020,88.8,142.98,"Laptev",0,0,0,445,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
78505.5030374607,104104.693677446,698,1020,88.8,142.98,"Laptev",0,0,0,582,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
571341.782056822,-633537.984308118,620,1024,82.16,42.045,"Barents",0,0,0,158,"0",0.0308000623772386,0.00316000405291561,56.2950023179874,15.9419976461213,4.16718154049837e-21,0.0308000623772386,0.00316000405291561,56.2950023179874,15.9419976461213,4.16718154049837e-21,6.64331983095851e-20
-73369.0101421977,1292069.26932495,714,1031,78.13,-176.75,"Chukchi",0,0,0,432,"0",0.0414000621094601,0.00372000403876882,47.7950025079772,8.79599730670452,2.11942895416257e-28,0.0414000621094601,0.00372000403876882,47.7950025079772,8.79599730670452,2.11942895416257e-28,1.86424913725655e-27
-73369.0101421977,1292069.26932495,715,1031,78.13,-176.75,"Chukchi",0,0,0,459,"0",0.0414000621094601,0.00372000403876882,47.7950025079772,8.79599730670452,2.11942895416257e-28,0.0414000621094601,0.00372000403876882,47.7950025079772,8.79599730670452,2.11942895416257e-28,1.86424913725655e-27
156105.993904825,217901.884735922,536,1051,87.53333333,144.382,"Laptev",0,0,0,307,"0",NA,NA,NA,NA,NA,0.0226509397760853,0.00288544265634284,NA,2.98831195927964,1.5710345484377e-15,4.69474132953786e-15
-633179.926710407,1533019.05499983,584,1055,74.82033333,-157.558,"Beaufort",0,0,0,350,"0",0.0371000622180873,0.00296000405796804,59.1450022542849,12.2139974690508,3.87021693389904e-25,0.0371000622180873,0.00296000405796804,59.1450022542849,12.2139974690508,3.87021693389904e-25,4.72708198353205e-24
-122905.853171991,-492948.452522177,548,1074,85.32666667,-14,"Greenland",0,0,0,250,"0",NA,NA,NA,NA,NA,0.0333000623140833,0.0108250038592814,NA,NA,1.66319563350482e-38,NA
-132253.92990053,-515468.526516156,550,1083,85.105,-14.39,"Greenland",0,0,0,463,"0",NA,NA,NA,NA,NA,0.0333000623140833,0.0108250038592814,NA,NA,8.18207866227707e-39,NA
-132100.921371587,-515320.49113884,549,1083,85.10666667,-14.378,"Greenland",0,0,0,693,"0",NA,NA,NA,NA,NA,0.0333000623140833,0.0108250038592814,NA,NA,8.18207866227707e-39,NA
-832680.814419425,185592.216385448,1326,1150,82.16,-102.565,"Beaufort",0,0,0,739,"0",NA,NA,NA,NA,NA,0.0293801116741934,0.00977355068387292,47.7418317774583,16.0467581073709,3.19289308872058e-36,5.12355830573956e-35
-299917.376509044,-159345.820885875,403,1176,86.875,-62.01833333,"Baffin",0,0,0,101,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
-97985.8540379191,-1405493.1456533,446,1182,77.08566667,-3.988,"Greenland",0,0,0,116,"0",0.055600061750738,0.00415000402790611,40.3900026734918,21.6279979161918,2.55713375557656e-41,0.055600061750738,0.00415000402790611,40.3900026734918,21.6279979161918,2.55713375557656e-41,5.53056835370337e-40
-254395.57922246,-157169.030537969,414,1192,87.24833333,-58.29166667,"Baffin",0,0,0,334,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
24149.3261362884,-1265384.00975974,435,1195,78.39,1.093333333,"Greenland",0,0,0,92,"0",0.0684000614273828,0.00416000402765349,34.5650028036907,22.0559979365207,2.55729482939761e-48,0.0684000614273828,0.00416000402765349,34.5650028036907,22.0559979365207,2.55729482939761e-48,5.64036894802689e-47
-276937.145638196,-148139.938436706,402,1200,87.11,-61.85666666,"Baffin",0,0,0,234,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1129937.82552515,472740.472326739,651,1216,78.76166667,112.7033333,"Laptev",0,0,0,61,"0",0.0681000614349614,0.00318500405228406,34.4850028054789,18.4739977663849,7.70106704278633e-47,0.0681000614349614,0.00318500405228406,34.4850028054789,18.4739977663849,7.70106704278633e-47,1.42269495347215e-45
163344.390797707,182415.05516604,529,1228,87.74666667,138.157,"Laptev",0,0,0,573,"0",NA,NA,NA,NA,NA,0.0194000626652269,0.00160000409232453,NA,4.53215076071514,4.52960026613667e-12,2.05288312919068e-11
163754.679331232,182046.82736436,528,1230,87.74666667,138.028,"Laptev",0,0,0,361,"0",NA,NA,NA,NA,NA,0.0194000626652269,0.00160000409232453,NA,4.53717830168946,4.36000272881359e-12,1.97821097764799e-11
592535.152429911,-535021.012825459,498,1348,82.662,47.92,"Barents",0,0,0,113,"0",0.0318000623519765,0.00362000404129503,54.9350023483858,12.1919974680059,4.08580026910096e-29,0.0318000623519765,0.00362000404129503,54.9350023483858,12.1919974680059,4.08580026910096e-29,4.98140665356566e-28
-84254.1218900859,1301655.3477449,1316,1351,78.03683333,-176.2965,"Chukchi",0,0,0,338,"0",0.0407000621271436,0.00388000403472688,49.5350024690852,8.59599729720503,1.63494548417614e-36,0.0407000621271436,0.00388000403472688,49.5350024690852,8.59599729720503,1.63494548417614e-36,1.40539869630557e-35
-88816.6478405021,1289815.60246172,1317,1363,78.14166667,-176.0608333,"Chukchi",0,0,0,401,"0",0.0406000621296698,0.00339000404710532,50.9550024373457,8.6459972995799,1.53791402944663e-35,0.0406000621296698,0.00339000404710532,50.9550024373457,8.6459972995799,1.53791402944663e-35,1.32968005455816e-34
151070.607328799,150638.809571836,525,1388,88.03666667,134.918,"Laptev",0,0,0,250,"0",NA,NA,NA,NA,NA,NA,NA,NA,4.81324525384919,0,0
-530638.885729125,1465074.75122701,590,1388,75.73,-160.09,"Chukchi",0,0,0,525,"0",0.0332000623166095,0.00301000405670493,62.1400021873415,11.0579974141438,1.57427323707688e-29,0.0332000623166095,0.00301000405670493,62.1400021873415,11.0579974141438,1.57427323707688e-29,1.74083093847518e-28
-636577.57296963,1531212.41644129,585,1402,74.82366667,-157.4256667,"Beaufort",0,0,0,322,"0",0.0373000622130348,0.0029300040587259,59.4700022470206,12.2219974694308,7.57376858360521e-33,0.0373000622130348,0.0029300040587259,59.4700022470206,12.2219974694308,7.57376858360521e-33,9.25665804628773e-32
-88144.5067110342,1237960.29616981,1290,1478,78.6135,-175.9273333,"Chukchi",0,0,0,397,"0",0.0346000622812426,0.00326500405026309,51.8000024184585,9.35799733339809,3.48502529938202e-33,0.0346000622812426,0.00326500405026309,51.8000024184585,9.35799733339809,3.48502529938202e-33,3.26128574584418e-32
-425012.905713626,143418.124823212,417,1485,85.87333333,-108.6466667,"Beaufort",0,0,0,161,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
-426663.919556706,140761.467354145,418,1500,85.86666667,-108.2583333,"Beaufort",0,0,0,259,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
-441934.243771783,329681.681524778,1311,1532,84.92866667,-126.7228333,"Beaufort",0,0,0,1382,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
-23652.8703405558,1051840.7726102,682,1533,80.3388,-178.7118,"Chukchi",0,0,0,406,"0",NA,NA,NA,8.11999727459624,NA,0.0340594716753275,0.00435010535464035,53.5628278638208,8.11999727459624,7.01092941174872e-37,5.69287277157863e-36
-23652.8703405558,1051840.7726102,683,1533,80.3388,-178.7118,"Chukchi",0,0,0,669,"0",NA,NA,NA,8.11999727459624,NA,0.0340594716753275,0.00435010535464035,53.5628278638208,8.11999727459624,7.01092941174872e-37,5.69287277157863e-36
-639204.296317646,1540133.63070265,607,1536,74.74,-157.46,"Beaufort",0,0,0,926,"0",0.0384000621852465,0.00290000405948376,54.5300023574382,12.3359974748455,1.2618649774016e-36,0.0384000621852465,0.00290000405948376,54.5300023574382,12.3359974748455,1.2618649774016e-36,1.55663631748221e-35
-318428.817024159,-459898.19640346,409,1559,84.855,-34.69833333,"Greenland",0,0,0,322,"0",NA,NA,NA,NA,NA,0.0458352442478142,0.00436484554387336,39.1569536054454,12.2395069042247,2.88662048593796e-47,3.53308113675142e-46
-445541.64583319,163192.063920632,419,1585,85.635,-110.1166667,"Beaufort",0,0,0,108,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
-108683.946396676,1085613.36878463,680,1609,79.983,-174.283,"Chukchi",0,0,0,566,"0",NA,NA,NA,8.85199730936438,NA,0.0350850592803474,0.00356924891207313,51.1921017383623,8.85199730936438,2.85995488153744e-37,2.5316312916273e-36
-108683.946396676,1085613.36878463,681,1609,79.983,-174.283,"Chukchi",0,0,0,1291,"0",NA,NA,NA,8.85199730936438,NA,0.0350850592803474,0.00356924891207313,51.1921017383623,8.85199730936438,2.85995488153744e-37,2.5316312916273e-36
-38625.9850706865,1154233.20083019,416,1610,79.4,-178.0833333,"Chukchi",0,0,0,73,"0",0.0335000623090309,0.00367500403990562,NA,9.02399731753394,3.83723555407596e-36,0.0335000623090309,0.00367500403990562,52.3414539135645,9.02399731753394,3.83723555407596e-36,3.46272033467273e-35
136974.89635824,220402.202284976,534,1640,87.612,148.14,"Laptev",0,0,0,840,"0",NA,NA,NA,NA,NA,NA,NA,NA,3.1451822234904,0,0
136539.948162981,220671.918376735,535,1674,87.612,148.253,"Laptev",0,0,0,942,"0",NA,NA,NA,NA,NA,NA,NA,NA,3.15330006899383,0,0
-105998.801269655,1091817.49243893,1293,1717,79.929,-174.4548333,"Chukchi",0,0,0,592,"0",NA,NA,NA,8.74999730451964,NA,0.035261904623359,0.00353109866678244,51.1677696739693,8.74999730451964,1.10894574609549e-39,9.70327228919403e-39
-439047.674065326,150020.042197049,420,1730,85.73166667,-108.865,"Beaufort",0,0,0,388,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
-406329.551502828,348685.013675272,1309,1753,85.075,-130.634,"Beaufort",0,0,0,134,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
-123530.340253139,1283811.91980705,1289,1763,78.17016667,-174.5038333,"Chukchi",0,0,0,64,"0",0.0388000621751416,0.0033550040479895,51.045002435334,8.47999729169533,1.48737873262297e-43,0.0388000621751416,0.0033550040479895,51.045002435334,8.47999729169533,1.48737873262297e-43,1.2612967624368e-42
-641085.446997693,1539351.54610635,608,1779,74.74,-157.39,"Beaufort",0,0,0,284,"0",0.0385000621827203,0.00290500405935745,54.6650023544207,12.3399974750355,3.4272060500265e-42,0.0385000621827203,0.00290500405935745,54.6650023544207,12.3399974750355,3.4272060500265e-42,4.22917140037533e-41
-351560.140416343,393638.551946702,1306,1785,85.14533333,-138.2318333,"Beaufort",0,0,0,116,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
335327.258102166,-193039.843557927,514,1794,86.44,60.072,"Kara",0,0,0,214,"0",NA,NA,NA,1.99799698381685,NA,0.0270474308930907,0.00632468818349528,NA,1.99799698381685,1.32718117994047e-41,2.65170399449954e-41
-106061.993315565,-1301180.08529391,1336,1824,78.02666667,-4.66,"Greenland",0,0,0,159,"0",0.0494000619073631,0.00424000402563252,38.2100027222186,16.8199976878241,1.12778238554858e-57,0.0494000619073631,0.00424000402563252,38.2100027222186,16.8199976878241,1.12778238554858e-57,1.89692971172959e-56
-579317.407044176,1533483.26548072,583,1845,74.99566667,-159.3045,"Beaufort",0,0,0,73,"0",0.035800062250928,0.00285500406062056,57.9550022808835,11.9059974544216,8.97288582070077e-41,0.035800062250928,0.00285500406062056,57.9550022808835,11.9059974544216,8.97288582070077e-41,1.06831155740079e-39
-641891.361667015,1539015.66355561,609,1942,74.74,-157.36,"Beaufort",0,0,0,299,"0",0.039100062167563,0.00295000405822066,55.4400023370981,12.3559974757954,1.23092620733498e-46,0.039100062167563,0.00295000405822066,55.4400023370981,12.3559974757954,1.23092620733498e-46,1.52093211107215e-45
-319671.720558281,421974.627585882,1302,1971,85.1305,-142.8538333,"Beaufort",0,0,0,439,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
78835.0375625127,94553.6179468618,700,1990,88.867,140.18,"Laptev",0,0,0,122,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
78835.0375625127,94553.6179468618,701,1990,88.867,140.18,"Laptev",0,0,0,293,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
